filename,brick_type,rotation_x,rotation_y,rotation_z,color_r,color_g,color_b
brick_85168f7b,6*2,270.0,180.0,169.33901977539062,0.5025400813166253,0.7835376122852944,0.1292394011383764
brick_b753ea86,3*1,270.0,180.0,330.16571044921875,0.6069429899476313,0.902949436439326,0.08181924832763299
brick_7d419dd5,3*2,0.0,180.0,110.55024719238281,0.453251166996956,0.8388723554415382,0.9738431449797906
brick_4d83449f,2*1,180.0,270.0,230.99913024902344,0.6363846248996519,0.642854469810376,0.9163602833403052
brick_c0563c63,4*2,90.0,180.0,162.89195251464844,0.6213966548207764,0.6952384021836572,0.9130471025898751
brick_5a74acb5,1*1,90.0,180.0,271.9248046875,0.7776703342472171,0.7783542250889512,0.03295594338712804
brick_25fa9818,8*2,90.0,270.0,127.988037109375,0.3286942504185517,0.897963797535976,0.2895836692200502
brick_1e616943,3*2,270.0,270.0,32.22693634033203,0.6950325392092047,0.6153210393184215,0.8186890591740895
brick_b063eb77,2*1,270.0,180.0,345.67254638671875,0.5177367457412204,0.38978183529754484,0.15288159376922372
brick_85e28987,4*1,270.0,180.0,232.3486785888672,0.7119004998545774,0.8387137379818989,0.6731995855101037
brick_1e56d2cf,4*1,90.0,0.0,263.7374572753906,0.1261730497625232,0.1143149922065313,0.26679091008482025
brick_72cd5b54,2*1_pyramid,270.0,0.0,348.7413330078125,0.7125616576335859,0.8447579734912932,0.3389714775376438
brick_733b4e1f,2*2,270.0,0.0,207.81031799316406,0.5284902733447263,0.148113322539557,0.8116418745883395
brick_0522b51d,8*2,90.0,270.0,225.37062072753906,0.9454241757476896,0.47604398372865564,0.7488815077185407
brick_5ea9d933,2*1_pyramid,270.0,270.0,65.19674682617188,0.6975044735298571,0.7643899649850305,0.7020184720204217
brick_9f419675,8*2,90.0,180.0,261.9122314453125,0.3238708305267527,0.7088196637545061,0.4216119792760461
brick_7da9e8cd,2*1,270.0,270.0,48.56841278076172,0.032354584967953515,0.3736900765897261,0.4360122164901191
brick_75cd85bd,4*1,180.0,0.0,96.21150970458984,0.496460873815877,0.9374839197471116,0.6494068043459023
brick_058bec93,2*1,0.0,180.0,196.4158477783203,0.6293951466861156,0.04393347542788373,0.33924410501916424
brick_04427e6a,4*1,90.0,180.0,295.6216735839844,0.8501866054498974,0.49646394362301915,0.6629873442264356
brick_ddce5acb,3*1,90.0,180.0,16.03822135925293,0.2521897275923488,0.5418622523702082,0.9490421640831154
brick_607eb351,2*1,0.0,180.0,36.11614227294922,0.16361298179645978,0.11141809642665346,0.37394583692202366
brick_fdd608f4,3*1,270.0,180.0,178.45538330078125,0.32810801679838364,0.07805065469182826,0.800065901785119
brick_9946a653,8*2,90.0,90.0,86.8415298461914,0.7157922349176914,0.5486567272623617,0.20345762033727943
brick_9a35ff81,4*1,90.0,180.0,215.13681030273438,0.29423367122787136,0.5251017997106884,0.8430635726927849
brick_a798c74a,2*1_pyramid,270.0,0.0,43.19367980957031,0.2750945033834098,0.18909578970221863,0.9004718499634107
brick_694e47ff,8*2,90.0,90.0,232.32505798339844,0.06188375570531757,0.4451748045694003,0.3738784468752149
brick_80bed930,3*2,0.0,90.0,78.13972473144531,0.20907831111666753,0.7245952313866731,0.005826674800235354
brick_ff0adaf2,3*1,90.0,90.0,55.39249038696289,0.14011151405364997,0.07513363562818842,0.7382170173677791
brick_8faee08c,4*1,270.0,0.0,125.54730224609375,0.7094401862055147,0.3330158374778992,0.4831213397333829
brick_fbe58529,2*1,90.0,180.0,343.217041015625,0.21535641674131178,0.27045870383891024,0.40990142691023224
brick_775b6181,3*1,180.0,180.0,40.348636627197266,0.437164839205043,0.7870699054531409,0.3755483458044021
brick_8513cfa5,2*1,270.0,0.0,11.926746368408203,0.6250675640471047,0.5259755382874551,0.22759353552270678
brick_6047cf03,3*1,90.0,180.0,45.94723892211914,0.3966956509894006,0.3277825835455669,0.25213009093791083
brick_4c9df1d2,3*1,0.0,0.0,273.48419189453125,0.7217465502126579,0.9043836979039284,0.30224421328773476
brick_70fadc64,2*2,90.0,270.0,290.4831237792969,0.337464696302354,0.4443398702216519,0.47299292913263336
brick_6e12bfe6,1*1,90.0,270.0,203.8657989501953,0.5564057624638156,0.30312376728119983,0.7975236901985326
brick_4b36c928,6*1,180.0,90.0,263.5154113769531,0.01796729947139697,0.43330271413980515,0.6724646074288596
brick_ab700d31,4*2,180.0,0.0,108.92135620117188,0.7432884695537626,0.3083670647923096,0.966670150317432
brick_a32e906a,2*2,270.0,180.0,20.69981575012207,0.4918422328637616,0.0920223138401749,0.5847087551770679
brick_79d93d62,2*1,90.0,270.0,126.80225372314453,0.22769022757748292,0.3835911356433035,0.7645587138710782
brick_f9b0b023,3*2,90.0,180.0,81.23542785644531,0.2162010069239244,0.9994197859897552,0.07783458731335835
brick_34543f58,4*2,270.0,180.0,179.30076599121094,0.1006448819876804,0.977903668583711,0.15396021048367092
brick_4f13c13e,3*2,270.0,90.0,352.8875732421875,0.2540301578455286,0.4307800144974403,0.3420225717446077
brick_6515c356,3*1,180.0,270.0,96.48011016845703,0.9162551685384696,0.7034756354684855,0.850969626710241
brick_27c99b02,4*2,180.0,270.0,180.7380828857422,0.8131909321238399,0.3748789087595624,0.5081564445628676
brick_da8f7f5f,2*1_pyramid,90.0,180.0,128.6809539794922,0.714255315979049,0.4284748716381833,0.07382993197056564
brick_d4060463,3*1,0.0,180.0,216.0088653564453,0.5508245344057233,0.06856692423892441,0.7477395847162475
brick_0364b7e0,8*2,180.0,0.0,45.37409973144531,0.028784262614733436,0.8107610654685712,0.922647188256577
brick_9b740a01,4*2,90.0,90.0,197.40602111816406,0.7653934628490916,0.7345480485532823,0.37777854054864124
brick_8d57adcd,1*1,180.0,0.0,59.052955627441406,0.8738437939099519,0.03415062460714735,0.5266179467478518
brick_0e7f18bf,3*2,180.0,0.0,278.2435607910156,0.8411683812707126,0.9596232832730649,0.5319453845768884
brick_46d0bc33,2*1,270.0,180.0,280.19659423828125,0.3000009762516179,0.4658253620973699,0.31498115253226955
brick_f1e79466,3*2,0.0,180.0,240.03343200683594,0.9444008244084735,0.5648016005559431,0.9262403375607865
brick_8adbc1b7,6*2,180.0,0.0,316.6226501464844,0.8630950501030006,0.5594499776969446,0.3155456922189349
brick_aa5e2aca,3*1,180.0,0.0,36.738258361816406,0.2649596846219635,0.23542530772081516,0.43494141724626123
brick_25292aef,1*1,0.0,0.0,349.90948486328125,0.7829260405497036,0.20671645147880602,0.7410055398399102
brick_be2abeab,4*2,180.0,180.0,21.350221633911133,0.44711361736982647,0.9667006441381332,0.14000496578718935
brick_ab3c91e0,1*1,0.0,0.0,344.7939147949219,0.3428523556086557,0.7343848072877236,0.7799797282773941
brick_942e6467,6*2,180.0,90.0,134.4637908935547,0.4720686413750472,0.1272076189329212,0.30525683460551656
brick_a337f874,2*1,270.0,180.0,334.3539733886719,0.12028649852091644,0.9081610702762123,0.7751069500437662
brick_f2d796f4,3*1,90.0,90.0,9.693649291992188,0.6514833829209677,0.699032753484416,0.09750255186646961
brick_5cd4529f,4*1,90.0,180.0,251.0078125,0.6370458770749396,0.9393091939586693,0.9572476851738901
brick_95b81e7d,4*2,90.0,180.0,138.84852600097656,0.5217044905223681,0.8123229269174308,0.7458776135502824
brick_9fa841a2,6*2,0.0,180.0,267.8280944824219,0.17079338122515886,0.2883057122200239,0.06713782149325853
brick_ee86ceb6,3*1,180.0,180.0,165.9180450439453,0.9689509582901668,0.20459631072853912,0.6464396523584258
brick_5707ea0d,8*2,90.0,90.0,268.5376892089844,0.8905166829503202,0.6436878311945777,0.661748716182916
brick_e22b1b6a,2*1,180.0,180.0,2.2516279220581055,0.834598973573801,0.36300204836252725,0.20829230169982182
brick_6e709ccb,1*1,90.0,0.0,300.47991943359375,0.48586930089919556,0.4568054957458938,0.3366129533439174
brick_45bd4349,4*1,0.0,270.0,342.1648254394531,0.9136091110295745,0.10014513642417544,0.8521197252945327
brick_3a9bda15,3*1,180.0,270.0,161.75816345214844,0.6013703588686083,0.04899497146424703,0.7210355688486749
brick_7b75073c,6*2,180.0,270.0,3.036557912826538,0.34384281734247757,0.8070893704331845,0.010956754826581871
brick_b5599ddf,4*1,0.0,90.0,355.0057678222656,0.6105639936341548,0.06882299034934858,0.30897633173264505
brick_1d722c4a,4*1,0.0,270.0,237.31341552734375,0.11807228842829587,0.6127394117202738,0.2888061536784292
brick_7f66732b,1*1,0.0,90.0,28.836563110351562,0.08966487515046295,0.718068692777173,0.35515676452032385
brick_928f67a7,2*1,270.0,90.0,220.9336700439453,0.07628606808657401,0.7161136798927885,0.41001486545430443
brick_6aa31a1c,2*1,270.0,0.0,98.04774475097656,0.587218738481076,0.8997100109616017,0.1450186359039276
brick_15692f05,8*2,270.0,0.0,36.34690475463867,0.5839107068945791,0.02597331142664372,0.9519392623517853
brick_798e4967,6*1,180.0,0.0,330.4502868652344,0.278917481795815,0.3514873665014421,0.5023373611366458
brick_cb85f68f,2*1,0.0,180.0,88.80168914794922,0.3462633592994354,0.937524471637898,0.31495077516301595
brick_df404a1e,2*2,0.0,0.0,47.682804107666016,0.04162483258644789,0.7960054740447464,0.726086219002629
brick_2364c239,3*1,270.0,90.0,174.65530395507812,0.7255993407268678,0.675114578198236,0.13016859945614523
brick_4fe0aee4,4*1,90.0,270.0,100.41524505615234,0.14253420614789514,0.04475183715469511,0.26589228845488655
brick_dcfe3b84,2*2,90.0,90.0,53.85057067871094,0.972715362940141,0.07425941847068351,0.6944178713530261
brick_12fd1981,3*1,0.0,0.0,38.48251724243164,0.6842937236436821,0.3008425110349572,0.09566604317031113
brick_b7f6312d,6*1,270.0,180.0,133.60775756835938,0.0055091451348369125,0.9871659215725732,0.055108396732540754
brick_05f77b12,2*2,180.0,180.0,137.80130004882812,0.5613630785005731,0.7130080035113835,0.3917933100175993
brick_1316dc65,2*1_pyramid,90.0,180.0,355.1949157714844,0.23365557323940822,0.8344003005211892,0.15259044183688752
brick_5a31d4ad,2*2,90.0,90.0,51.681068420410156,0.0706300916812096,0.49109222196673574,0.21457849585313038
brick_9cceec68,2*1,180.0,90.0,223.69210815429688,0.41877567467224786,0.6822543902383919,0.24956021499625414
brick_cc60d309,8*2,0.0,90.0,195.00408935546875,0.35680256789274845,0.24823206904441641,0.5303883990056851
brick_24be0313,1*1,180.0,270.0,137.18511962890625,0.32767383446312426,0.37989336157166953,0.6192485083085241
brick_c27aa860,3*2,0.0,180.0,2.5401933193206787,0.6588714472930777,0.8888578844184148,0.6611396687189794
brick_fde5bdf6,4*2,270.0,90.0,259.8973693847656,0.9008126828453455,0.9440691624918646,0.8138672549347562
brick_f35d7e46,1*1,270.0,270.0,261.2833557128906,0.7725940760505681,0.24792130433355875,0.0746819370449997
brick_ee4a4e4e,6*1,180.0,90.0,159.1771240234375,0.6736124530365593,0.42230537071153396,0.6070036149747128
brick_56937b6b,6*1,180.0,0.0,162.54844665527344,0.025651898008109075,0.15091621195168226,0.8451560316550483
brick_ecb79bce,8*2,0.0,180.0,323.292236328125,0.6496822264624778,0.2705698265527108,0.9108150695775186
brick_56ba1efb,2*1_pyramid,90.0,270.0,181.326171875,0.004627862890079992,0.09424677324964459,0.3254831872112399
brick_55d2ee42,2*2,0.0,0.0,162.08766174316406,0.5309953247275297,0.5730559981652417,0.8484567437708022
brick_a2fe55ad,8*2,90.0,0.0,144.68988037109375,0.2309192234197367,0.7548592372914255,0.8852431836048762
brick_63b7054c,2*1_pyramid,180.0,0.0,240.82749938964844,0.4362275434143862,0.9619255130464129,0.9203703660906509
brick_eaa49aac,2*1,270.0,90.0,357.1604919433594,0.28061350799351903,0.2172733732309654,0.5886555160251825
brick_d4b64ceb,2*2,180.0,270.0,336.3551940917969,0.5438754911371876,0.35998825001018686,0.6406951461244299
brick_09bdfd04,6*1,0.0,90.0,152.46649169921875,0.5553867295187294,0.8086034628316998,0.26540270481010886
brick_e71dfda9,4*1,180.0,180.0,271.515869140625,0.6556572964169681,0.5041445397728641,0.27134574984135884
brick_9db7307f,3*2,270.0,0.0,86.22930145263672,0.29866578452184456,0.3769245597345735,0.002716075070703594
brick_c76639d3,2*1_pyramid,0.0,180.0,183.40469360351562,0.06799619786854616,0.8703306032266017,0.978951561761218
brick_d7676d5a,8*2,270.0,90.0,118.75794982910156,0.5305457017275688,0.6310521144953325,0.472109235508536
brick_17106ee5,6*2,270.0,90.0,174.27645874023438,0.9092417688984687,0.31239412112667575,0.6445271855256999
brick_d3458a27,4*2,0.0,0.0,217.48931884765625,0.8622050229547634,0.7765984238560852,0.319616677708921
brick_9662fcc1,2*2,0.0,90.0,100.25006866455078,0.5557006274429366,0.7418352525732853,0.4579336521044888
brick_f6d3375c,4*2,270.0,180.0,255.7692413330078,0.8564877217707481,0.2923432458002655,0.35382141008066226
brick_ed2a9ab7,6*2,270.0,270.0,87.8603286743164,0.006447564233502123,0.2274230154244723,0.3477659054173534
brick_4c5fd645,3*2,180.0,180.0,255.94320678710938,0.2387802953084489,0.758674953455369,0.480739289224939
brick_57b02c43,2*2,180.0,180.0,321.1611022949219,0.08218368077718541,0.8975521237938164,0.03164189008263962
brick_d44e5eef,6*1,180.0,270.0,63.3388671875,0.21491012816032606,0.9186230491806396,0.9953066891926368
brick_8e07e8fc,2*2,180.0,90.0,266.6316833496094,0.44050913100247135,0.35094131695834985,0.22954501791419624
brick_fdd79b72,1*1,0.0,180.0,295.3641357421875,0.3163822604866189,0.9307190553476572,0.1309154302100337
brick_d3b1e141,2*1_pyramid,0.0,90.0,326.83453369140625,0.970387539190664,0.4417968843143476,0.0979719224892629
brick_c8524f4d,1*1,0.0,180.0,31.512439727783203,0.7289559119903949,0.055571800317550935,0.2731413700870553
brick_13489d1e,2*1,0.0,270.0,299.69061279296875,0.9517518346978067,0.9979733398677512,0.695580492313144
brick_aaf534d3,4*1,0.0,180.0,296.2223815917969,0.8328682534560073,0.16092446682664696,0.6984060894508344
brick_c7425d2b,3*1,90.0,270.0,173.24229431152344,0.50245378062172,0.02261737850547607,0.4109146778670849
brick_30069e81,4*2,0.0,270.0,93.29360961914062,0.01997315149542589,0.47275881472230363,0.734786591022077
brick_4cb5c37a,2*1_pyramid,90.0,90.0,30.03297996520996,0.5241497111248552,0.13993426728156655,0.16685295408605216
brick_b1e7aac1,4*2,180.0,180.0,99.838623046875,0.9895592788983834,0.7165930287647427,0.44942092129979594
brick_94ea1810,3*1,180.0,180.0,64.52186584472656,0.003500048164283176,0.6882368564757069,0.5824727475484032
brick_65bdde45,2*1_pyramid,180.0,90.0,66.99427795410156,0.424102913188513,0.24267943310481888,0.351687509783029
brick_4ace0b6d,2*1_pyramid,90.0,270.0,330.8932189941406,0.9907195653907069,0.10249097744565927,0.16382874807926873
brick_04189ca3,4*2,90.0,90.0,244.9987030029297,0.2946554071010802,0.04647680169335311,0.7769423245272168
brick_8b16dce6,6*2,0.0,180.0,348.7391357421875,0.5891512841357226,0.465057349557749,0.020069565970170622
brick_f2c6bf21,3*2,0.0,270.0,302.1111145019531,0.4590296631308334,0.9675753791037358,0.5015841885420375
brick_ab18936c,4*1,270.0,270.0,125.52196502685547,0.29316716227355255,0.9038603656435378,0.7541136326040574
brick_814d0a66,3*1,90.0,90.0,275.4602966308594,0.4060852201022186,0.4384051976463853,0.6455271958468964
brick_435f7124,4*2,90.0,270.0,226.13316345214844,0.5398369199780076,0.21405012115791533,0.24537894594277054
brick_54b45f6b,4*1,270.0,0.0,271.6636657714844,0.052149109786874814,0.8462195335264768,0.36985983708441006
brick_23fcc7ad,2*1_pyramid,0.0,90.0,252.89320373535156,0.07223983267042589,0.19626345819299917,0.0653411816171906
brick_2e58e0d4,3*2,180.0,0.0,278.0584411621094,0.7719030099232906,0.1098916505505767,0.19834178284246273
brick_08f3edab,4*2,270.0,270.0,22.43409538269043,0.48477438294116804,0.6172853434749209,0.40419792062748106
brick_edb4cb1b,6*1,0.0,0.0,195.42318725585938,0.8565895097315495,0.9043151767654265,0.39055800143911945
brick_9642e892,8*2,90.0,270.0,102.55472564697266,0.2860248240754296,0.6390664221047077,0.22835344689177428
brick_17bc8598,8*2,0.0,270.0,257.11444091796875,0.4259597406624004,0.5690672527652172,0.26081188088192264
brick_883e5366,4*1,0.0,270.0,75.69839477539062,0.4548041737790667,0.742800395532384,0.8357581323161613
brick_b23856f9,2*1_pyramid,180.0,180.0,205.52171325683594,0.8862537328263964,0.1498477323590114,0.274702940640122
brick_67ebdfaa,2*1_pyramid,180.0,270.0,188.1412353515625,0.9617003445734684,0.9761531044996534,0.9685466508418963
brick_7876193c,4*2,270.0,270.0,144.3388214111328,0.4770104854818702,0.13009629775312637,0.6955652554739044
brick_cb1ac3a9,4*1,270.0,270.0,352.9815979003906,0.28236754087637583,0.9559261413021155,0.48627382310766076
